"FY_YEAR","ORG_ROLL_NM","ORG_SHRT_NM","SORG_ROLL_CD","DOD_GRP_NM","DOD_OCC_NM","POS_TYP_CD","TOTAL"
"2015","Air Force","ANG","G","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",81
"2015","Air Force","ANG","G","General Officers and executives, N.E.C.","General and Flag","O",154
"2015","Air Force","ANG","G","General Officers and executives, N.E.C.","Executives, N.E.C.","O",273
"2015","Air Force","ANG","G","Supply, Procurement and Allied Officers","Logistics, General","O",625
"2015","Air Force","ANG","G","Supply, Procurement and Allied Officers","Procurement and Production","O",14
"2015","Air Force","ANG","G","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",410
"2015","Air Force","USAF","R","Weather","Weather, General","E",2498
"2015","Air Force","USAF","R","Air Crew","Air Crew, General","E",4969
"2015","Air Force","USAF","R","Infantry","Military Training Instructor","E",677
"2015","Air Force","USAF","R","Musicians","Musicians, General","E",583
"2015","Air Force","USAF","R","Personnel","Personnel, General","E",4741
"2015","Air Force","USAF","R","Personnel","Recruiting and Counseling","E",630
"2015","Air Force","USAF","R","Utilities","Electricians","E",1464
"2015","Air Force","USAF","R","Utilities","Utilities, General","E",3030
"2015","Air Force","USAF","R","Automotive","Automotive, General","E",2596
"2015","Air Force","USAF","R","Dental Care","Dental Hygiene","E",49
"2015","Air Force","USAF","R","Dental Care","Dental Laboratory","E",371
"2015","Air Force","USAF","R","Dental Care","Dental Care, General","E",1613
"2015","Air Force","USAF","R","Photography","Photography, General","E",443
"2015","Air Force","USAF","R","Radio/Radar","Communications Radio","E",3830
"2015","Air Force","USAF","R","Radio/Radar","Air Traffic Control Radar","E",606
"2015","Air Force","USAF","R","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",794
"2015","Air Force","USAF","R","Construction","Construction, General","E",4028
"2015","Air Force","USAF","R","Food Service","Food Service, General","E",3439
"2015","Air Force","USAF","R","Food Service","Stewards and Enlisted Aides","E",13
"2015","Air Force","USAF","R","Intelligence","Image Interpretation","E",3017
"2015","Air Force","USAF","R","Intelligence","Operational Intelligence","E",5009
"2015","Air Force","USAF","R","Intelligence","Language Interrogation/Interpretation","E",32
"2015","Air Force","USAF","R","Medical Care","Orthopedic Services","E",91
"2015","Air Force","USAF","R","Medical Care","Respiratory Therapy Services","E",295
"2015","Air Force","USAF","R","Medical Care","Operating Room Services/Surgery","E",533
"2015","Air Force","USAF","R","Medical Care","Independent Duty Hospital Services","E",453
"2015","Air Force","USAF","R","Medical Care","Medical Care and Treatment, General","E",5588
"2015","Air Force","USAF","R","Medical Care","Physical/Occupational Therapy Services","E",325
"2015","Air Force","USAF","R","Medical Care","Behavioral Sciences/Mental Health Services","E",783
"2015","Air Force","USAF","R","Metalworking","Metal Body Repair","E",56
"2015","Air Force","USAF","R","Metalworking","Metalworking, General","E",957
"2015","Air Force","USAF","R","ADP Computers","ADP Computers, General","E",2961
"2015","Air Force","USAF","R","Administration","Legal","E",797
"2015","Air Force","USAF","R","Administration","Administration, General","E",4848
"2015","Air Force","USAF","R","Administrators","Police","O",638
"2015","Air Force","USAF","R","Administrators","Inspection","O",22
"2015","Air Force","USAF","R","Administrators","Information","O",260
"2015","Air Force","USAF","R","Administrators","Morale and Welfare","O",19
"2015","Air Force","USAF","R","Administrators","Manpower and Personnel","O",1473
"2015","Air Force","USAF","R","Administrators","Administrators, General","O",199
"2015","Air Force","USAF","R","Administrators","Comptrollers and Fiscal","O",594
"2015","Air Force","USAF","R","Administrators","Training Administrators","O",14
"2015","Air Force","USAF","R","Auxiliary Labor","Auxiliary Labor, General","E",41
"2015","Air Force","USAF","R","Data Processing","Programmers","E",508
"2015","Air Force","USAF","R","Data Processing","Operations/Analysts","E",6043
"2015","Air Force","USAF","R","Law Enforcement","Investigations","E",824
"2015","Air Force","USAF","R","Law Enforcement","Law Enforcement, General","E",23877
"2015","Air Force","USAF","R","Motor Transport","Motor Vehicle Operators","E",2038
"2015","Air Force","USAF","R","Unknown, Officer","Unknown, Officer","O",214
"2015","Air Force","USAF","R","Unknown, Enlisted","Unknown, Enlisted","E",235
"2015","Air Force","USAF","R","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",324
"2015","Air Force","USAF","R","Wire Communications","Linemen","E",585
"2015","Air Force","USAF","R","Wire Communications","Central Office","E",4524
"2015","Air Force","USAF","R","Health Care Officers","Urology","O",27
"2015","Air Force","USAF","R","Health Care Officers","Pharmacy","O",240
"2015","Air Force","USAF","R","Health Care Officers","Podiatry","O",12
"2015","Air Force","USAF","R","Health Care Officers","Dietician","O",38
"2015","Air Force","USAF","R","Health Care Officers","Neurology","O",33
"2015","Air Force","USAF","R","Health Care Officers","Optometry","O",155
"2015","Air Force","USAF","R","Health Care Officers","Pathology","O",75
"2015","Air Force","USAF","R","Health Care Officers","Cardiology","O",30
"2015","Air Force","USAF","R","Health Care Officers","Entomology","O",14
"2015","Air Force","USAF","R","Health Care Officers","Nephrology","O",16
"2015","Air Force","USAF","R","Health Care Officers","Physiology","O",103
"2015","Air Force","USAF","R","Health Care Officers","Psychiatry","O",136
"2015","Air Force","USAF","R","Health Care Officers","Dermatology","O",36
"2015","Air Force","USAF","R","Health Care Officers","Endodontics","O",27
"2015","Air Force","USAF","R","Health Care Officers","Pedodontics","O",16
"2015","Air Force","USAF","R","Health Care Officers","Social Work","O",237
"2015","Air Force","USAF","R","Health Care Officers","Biochemistry","O",1
"2015","Air Force","USAF","R","Health Care Officers","Microbiology","O",6
"2015","Air Force","USAF","R","Health Care Officers","Orthodontics","O",29
"2015","Air Force","USAF","R","Health Care Officers","Periodontics","O",48
"2015","Air Force","USAF","R","Health Care Officers","Rheumatology","O",10
"2015","Air Force","USAF","R","Health Care Officers","Endocrinology","O",11
"2015","Air Force","USAF","R","Health Care Officers","Nurse Midwife","O",24
"2015","Air Force","USAF","R","Health Care Officers","Ophthalmology","O",50
"2015","Air Force","USAF","R","Health Care Officers","Anesthesiology","O",122
"2015","Air Force","USAF","R","Health Care Officers","Oral Pathology","O",7
"2015","Air Force","USAF","R","Health Care Officers","Prosthodontics","O",49
"2015","Air Force","USAF","R","Health Care Officers","Family Practice","O",635
"2015","Air Force","USAF","R","Health Care Officers","General Surgery","O",171
"2015","Air Force","USAF","R","Health Care Officers","Plastic Surgery","O",14
"2015","Air Force","USAF","R","Health Care Officers","Gastroenterology","O",24
"2015","Air Force","USAF","R","Health Care Officers","General Medicine","O",80
"2015","Air Force","USAF","R","Health Care Officers","Nuclear Medicine","O",1
"2015","Air Force","USAF","R","Health Care Officers","Obstetrics Nurse","O",274
"2015","Air Force","USAF","R","Health Care Officers","Oncology Surgery","O",4
"2015","Air Force","USAF","R","Health Care Officers","Physical Therapy","O",121
"2015","Air Force","USAF","R","Health Care Officers","General Dentistry","O",436
"2015","Air Force","USAF","R","Health Care Officers","Internal Medicine","O",307
"2015","Air Force","USAF","R","Health Care Officers","Nurse Anesthetist","O",141
"2015","Air Force","USAF","R","Health Care Officers","Nursing Education","O",57
"2015","Air Force","USAF","R","Health Care Officers","Pediatric Surgery","O",3
"2015","Air Force","USAF","R","Health Care Officers","Pulmonary Disease","O",35
"2015","Air Force","USAF","R","Health Care Officers","Emergency Medicine","O",210
"2015","Air Force","USAF","R","Health Care Officers","Industrial Hygiene","O",20
"2015","Air Force","USAF","R","Health Care Officers","Infectious Disease","O",18
"2015","Air Force","USAF","R","Health Care Officers","Orthopedic Surgery","O",112
"2015","Air Force","USAF","R","Health Care Officers","Critical Care Nurse","O",379
"2015","Air Force","USAF","R","Health Care Officers","Mental Health Nurse","O",43
"2015","Air Force","USAF","R","Health Care Officers","Otorhinolaryngology","O",51
"2015","Air Force","USAF","R","Health Care Officers","Pediatrics, General","O",285
"2015","Air Force","USAF","R","Health Care Officers","Physician Assistant","O",432
"2015","Air Force","USAF","R","Health Care Officers","Preventive Medicine","O",29
"2015","Air Force","USAF","R","Health Care Officers","Audiology and Speech","O",32
"2015","Air Force","USAF","R","Health Care Officers","Clinical Laboratory ","O",147
"2015","Air Force","USAF","R","Health Care Officers","Neurological Surgery","O",9
"2015","Air Force","USAF","R","Health Care Officers","Occupational Therapy","O",17
"2015","Air Force","USAF","R","Health Care Officers","Operating Room Nurse","O",179
"2015","Air Force","USAF","R","Health Care Officers","Psychology, Clinical","O",247
"2015","Air Force","USAF","R","Health Care Officers","Obstetrics/Gynecology","O",155
"2015","Air Force","USAF","R","Health Care Officers","Occupational Medicine","O",17
"2015","Air Force","USAF","R","Health Care Officers","Radiology, Diagnostic","O",142
"2015","Air Force","USAF","R","Health Care Officers","Allergy and Immunology","O",21
"2015","Air Force","USAF","R","Health Care Officers","Emergency/Trauma Nurse","O",221
"2015","Air Force","USAF","R","Health Care Officers","Medical/Surgical Nurse","O",1474
"2015","Air Force","USAF","R","Health Care Officers","Radiology, Therapeutic","O",8
"2015","Air Force","USAF","R","Health Care Officers","Comprehensive Dentistry","O",266
"2015","Air Force","USAF","R","Health Care Officers","Hematology and Oncology","O",27
"2015","Air Force","USAF","R","Health Care Officers","Nuclear Medical Science","O",11
"2015","Air Force","USAF","R","Health Care Officers","Public Health Dentistry","O",1
"2015","Air Force","USAF","R","Health Care Officers","Cardiac/Thoracic Surgery","O",22
"2015","Air Force","USAF","R","Health Care Officers","Colon and Rectal Surgery","O",5
"2015","Air Force","USAF","R","Health Care Officers","Family Nurse Practitioner","O",132
"2015","Air Force","USAF","R","Health Care Officers","Oral Maxillofacial Surgery","O",51
"2015","Air Force","USAF","R","Health Care Officers","Pediatrics, Subspecialties","O",67
"2015","Air Force","USAF","R","Health Care Officers","Peripheral Vascular Surgery","O",13
"2015","Air Force","USAF","R","Health Care Officers","Pediatric Nurse Practitioner","O",51
"2015","Air Force","USAF","R","Health Care Officers","Bioenvironmental Engineering ","O",261
"2015","Air Force","USAF","R","Health Care Officers","Critical Care/Trauma, Surgery","O",23
"2015","Air Force","USAF","R","Health Care Officers","Environmental Health Services","O",161
"2015","Air Force","USAF","R","Health Care Officers","Critical Care/Trauma, Medicine","O",3
"2015","Air Force","USAF","R","Health Care Officers","Health Services Administration","O",968
"2015","Air Force","USAF","R","Health Care Officers","Mental Health Nurse Practitioner","O",36
"2015","Air Force","USAF","R","Health Care Officers","Physical/Rehabilitation Medicine","O",1
"2015","Air Force","USAF","R","Health Care Officers","Women's Health Nurse Practitioner","O",88
"2015","Air Force","USAF","R","Health Care Officers","Neonatal Intensive Care Unit Nurse","O",57
"2015","Air Force","USAF","R","Health Care Officers","Aviation/Aerospace Medicine Non-Residency Trained","O",216
"2015","Air Force","USAF","R","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Aerospace","O",187
"2015","Air Force","USAF","R","Radio and Radio Code","Radio Code","E",1827
"2015","Air Force","USAF","R","Intelligence Officers","Counterintelligence","O",338
"2015","Air Force","USAF","R","Intelligence Officers","Intelligence, General","O",3322
"2015","Air Force","USAF","R","Intelligence Officers","Communications Intelligence","O",8
"2015","Air Force","USAF","R","Armament and Munitions","Ammunition Repair","E",6249
"2015","Air Force","USAF","R","Armament and Munitions","Aviation Ordnance","E",6069
"2015","Air Force","USAF","R","Other Services, N.E.C.","Other Services, General","E",4
"2015","Air Force","USAF","R","Other Functional Support","Postal","E",34
"2015","Air Force","USAF","R","Other Functional Support","Transportation","E",6196
"2015","Air Force","USAF","R","Other Functional Support","Flight Operations","E",2369
"2015","Air Force","USAF","R","Other Functional Support","Functional Analysis","E",1834
"2015","Air Force","USAF","R","Other Functional Support","Supply Administration","E",8455
"2015","Air Force","USAF","R","Undesignated Occupations","Undesignated Occupations, General","E",263
"2015","Air Force","USAF","R","Ancillary Medical Support","Pharmacy","E",787
"2015","Air Force","USAF","R","Ancillary Medical Support","Radiology","E",818
"2015","Air Force","USAF","R","Ancillary Medical Support","Biomedical Laboratory Services","E",948
"2015","Air Force","USAF","R","Combat Operations Control","Combat Operations Control, General","E",3465
"2015","Air Force","USAF","R","Information and Education","Information and Education, General","E",1665
"2015","Air Force","USAF","R","Non-Occupational, Officer","Students","O",2563
"2015","Air Force","USAF","R","Non-Occupational, Officer","Non-Occupational, Other","O",70
"2015","Air Force","USAF","R","Nuclear Weapons Equipment","Nuclear Weapons Equipment Repair, General","E",684
"2015","Air Force","USAF","R","Other Electronic Equipment","Electronic Instruments, N.E.C.","E",10677
"2015","Air Force","USAF","R","Power Generating Equipment","Electric Power","E",1330
"2015","Air Force","USAF","R","Fabric, Leather, and Rubber","Fabric, Leather, and Rubber, General","E",699
"2015","Air Force","USAF","R","Not Occupationally Qualified","Not Occupationally Qualified, General","E",15932
"2015","Air Force","USAF","R","Ordnance Disposal and Diving","EOD/UDT","E",1138
"2015","Air Force","USAF","R","Scientists and Professionals","Legal","O",1160
"2015","Air Force","USAF","R","Scientists and Professionals","Chaplains","O",462
"2015","Air Force","USAF","R","Scientists and Professionals","Psychologists","O",93
"2015","Air Force","USAF","R","Scientists and Professionals","Meteorologists","O",494
"2015","Air Force","USAF","R","Scientists and Professionals","Physical Scientists","O",735
"2015","Air Force","USAF","R","Scientists and Professionals","Educators and Instructors","O",102
"2015","Air Force","USAF","R","Scientists and Professionals","Research and Development Coordinators","O",1136
"2015","Air Force","USAF","R","Tactical Operations Officers","Missiles","O",1301
"2015","Air Force","USAF","R","Tactical Operations Officers","Aircraft Crews","O",3339
"2015","Air Force","USAF","R","Tactical Operations Officers","Operations Staff","O",4043
"2015","Air Force","USAF","R","Tactical Operations Officers","Helicopter Pilots","O",575
"2015","Air Force","USAF","R","Tactical Operations Officers","Ground and Naval Arms","O",422
"2015","Air Force","USAF","R","Tactical Operations Officers","Other Fixed-Wing Pilots","O",8592
"2015","Air Force","USAF","R","Tactical Operations Officers","Unmanned Vehicle (UV) Operators","O",1107
"2015","Air Force","USAF","R","Tactical Operations Officers","Fixed-Wing Fighter and Bomber Pilots","O",3184
"2015","Air Force","USAF","R","Aircraft and Aircraft Related","Aircraft Engines","E",5086
"2015","Air Force","USAF","R","Aircraft and Aircraft Related","Aircraft, General","E",19899
"2015","Air Force","USAF","R","Aircraft and Aircraft Related","Aircraft Structures","E",2973
"2015","Air Force","USAF","R","Aircraft and Aircraft Related","Aircraft Accessories","E",11234
"2015","Air Force","USAF","R","Radar and Air Traffic Control","Radar","E",2222
"2015","Air Force","USAF","R","Radar and Air Traffic Control","Air Traffic Control Radar","E",3200
"2015","Air Force","USAF","R","Religious, Morale and Welfare","Chaplain's Assistants","E",314
"2015","Air Force","USAF","R","Technical Specialists, N.E.C.","Safety","E",297
"2015","Air Force","USAF","R","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",3020
"2015","Air Force","USAF","R","Technical Specialists, N.E.C.","Other Technical Specialists and Assistants","E",519
"2015","Air Force","USAF","R","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",642
"2015","Air Force","USAF","R","Forward Area Equipment Support","Forward Area Equipment Support, General","E",2178
"2015","Air Force","USAF","R","Officer Candidates and Students","Cadets and Other Officer Candidates","E",242
"2015","Air Force","USAF","R","Missile Mechanical and Electrical","Missile Mechanic","E",535
"2015","Air Force","USAF","R","Missile Mechanical and Electrical","Missile Launch and Support Facilities","E",370
"2015","Air Force","USAF","R","Accounting, Finance and Disbursing","Auditing and Accounting","E",2017
"2015","Air Force","USAF","R","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",3132
"2015","Air Force","USAF","R","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",906
"2015","Air Force","USAF","R","Engineering and Maintenance Officers","Ordnance","O",211
"2015","Air Force","USAF","R","Engineering and Maintenance Officers","Missile Maintenance","O",64
"2015","Air Force","USAF","R","Engineering and Maintenance Officers","Electrical/Electronic","O",966
"2015","Air Force","USAF","R","Engineering and Maintenance Officers","Communications and Radar","O",2531
"2015","Air Force","USAF","R","Engineering and Maintenance Officers","Construction and Utilities","O",1095
"2015","Air Force","USAF","R","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",2030
"2015","Air Force","USAF","R","Medical Administration and Logistics","Medical Logistics","E",924
"2015","Air Force","USAF","R","Medical Administration and Logistics","Medical Administration","E",2467
"2015","Air Force","USAF","R","Biomedical Sciences and Allied Health","Physiology","E",274
"2015","Air Force","USAF","R","Biomedical Sciences and Allied Health","Diet Therapy","E",227
"2015","Air Force","USAF","R","Biomedical Sciences and Allied Health","Ophthalmology/Optometry","E",226
"2015","Air Force","USAF","R","Biomedical Sciences and Allied Health","Bioenvironmental Engineering ","E",919
"2015","Air Force","USAF","R","Biomedical Sciences and Allied Health","Environmental Health/Preventive Medicine Services","E",1185
"2015","Air Force","USAF","R","Biomedical Sciences and Allied Health","Biomedical Equipment Maintenance & Repair Services","E",488
"2015","Air Force","USAF","R","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",863
"2015","Air Force","USAF","R","Signal Intelligence/Electronic Warfare","Analysis","E",3975
"2015","Air Force","USAF","R","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",2335
"2015","Air Force","USAF","R","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",297
"2015","Air Force","USAF","R","General Officers and executives, N.E.C.","General and Flag","O",290
"2015","Air Force","USAF","R","General Officers and executives, N.E.C.","Executives, N.E.C.","O",266
"2015","Air Force","USAF","R","Supply, Procurement and Allied Officers","Logistics, General","O",1397
"2015","Air Force","USAF","R","Supply, Procurement and Allied Officers","Procurement and Production","O",2756
"2015","Air Force","USAF","R","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",888
"2015","Air Force","USAFR","V","Weather","Weather, General","E",424
"2015","Air Force","USAFR","V","Air Crew","Air Crew, General","E",4152
"2015","Air Force","USAFR","V","Infantry","Military Training Instructor","E",165
"2015","Air Force","USAFR","V","Musicians","Musicians, General","E",142
"2015","Air Force","USAFR","V","Personnel","Personnel, General","E",3621
"2015","Air Force","USAFR","V","Personnel","Recruiting and Counseling","E",882
"2015","Air Force","USAFR","V","Utilities","Electricians","E",1177
"2015","Air Force","USAFR","V","Utilities","Utilities, General","E",2746
"2015","Air Force","USAFR","V","Automotive","Automotive, General","E",1322
"2015","Air Force","USAFR","V","Dental Care","Dental Hygiene","E",3
"2015","Air Force","USAFR","V","Dental Care","Dental Laboratory","E",33
"2015","Air Force","USAFR","V","Dental Care","Dental Care, General","E",842
"2015","Air Force","USAFR","V","Photography","Photography, General","E",186
"2015","Air Force","USAFR","V","Radio/Radar","Communications Radio","E",2652
"2015","Air Force","USAFR","V","Radio/Radar","Air Traffic Control Radar","E",278
"2015","Air Force","USAFR","V","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",270
"2015","Air Force","USAFR","V","Construction","Construction, General","E",3606
"2015","Air Force","USAFR","V","Food Service","Food Service, General","E",3188
"2015","Air Force","USAFR","V","Food Service","Stewards and Enlisted Aides","E",1
"2015","Air Force","USAFR","V","Intelligence","Image Interpretation","E",685
"2015","Air Force","USAFR","V","Intelligence","Operational Intelligence","E",1481
"2015","Air Force","USAFR","V","Intelligence","Language Interrogation/Interpretation","E",26
"2015","Air Force","USAFR","V","Medical Care","Orthopedic Services","E",16
"2015","Air Force","USAFR","V","Medical Care","Respiratory Therapy Services","E",178
"2015","Air Force","USAFR","V","Medical Care","Operating Room Services/Surgery","E",161
"2015","Air Force","USAFR","V","Medical Care","Independent Duty Hospital Services","E",39
"2015","Air Force","USAFR","V","Medical Care","Medical Care and Treatment, General","E",5159
"2015","Air Force","USAFR","V","Medical Care","Physical/Occupational Therapy Services","E",38
"2015","Air Force","USAFR","V","Medical Care","Behavioral Sciences/Mental Health Services","E",232
"2015","Air Force","USAFR","V","Metalworking","Metal Body Repair","E",98
"2015","Air Force","USAFR","V","Metalworking","Metalworking, General","E",937
"2015","Air Force","USAFR","V","ADP Computers","ADP Computers, General","E",1038
"2015","Air Force","USAFR","V","Administration","Legal","E",458
"2015","Air Force","USAFR","V","Administration","Administration, General","E",4240
"2015","Air Force","USAFR","V","Administrators","Police","O",509
"2015","Air Force","USAFR","V","Administrators","Inspection","O",161
"2015","Air Force","USAFR","V","Administrators","Information","O",440
"2015","Air Force","USAFR","V","Administrators","Morale and Welfare","O",6
"2015","Air Force","USAFR","V","Administrators","Manpower and Personnel","O",1736
"2015","Air Force","USAFR","V","Administrators","Administrators, General","O",211
"2015","Air Force","USAFR","V","Administrators","Comptrollers and Fiscal","O",372
"2015","Air Force","USAFR","V","Administrators","Training Administrators","O",11
"2015","Air Force","USAFR","V","Data Processing","Programmers","E",99
"2015","Air Force","USAFR","V","Data Processing","Operations/Analysts","E",2155
"2015","Air Force","USAFR","V","Law Enforcement","Investigations","E",360
"2015","Air Force","USAFR","V","Law Enforcement","Law Enforcement, General","E",12290
"2015","Air Force","USAFR","V","Motor Transport","Motor Vehicle Operators","E",1174
"2015","Air Force","USAFR","V","Unknown, Officer","Unknown, Officer","O",3026
"2015","Air Force","USAFR","V","Unknown, Enlisted","Unknown, Enlisted","E",358
"2015","Air Force","USAFR","V","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",1343
"2015","Air Force","USAFR","V","Wire Communications","Linemen","E",374
"2015","Air Force","USAFR","V","Wire Communications","Central Office","E",1636
"2015","Air Force","USAFR","V","Health Care Officers","Urology","O",14
"2015","Air Force","USAFR","V","Health Care Officers","Pharmacy","O",118
"2015","Air Force","USAFR","V","Health Care Officers","Podiatry","O",6
"2015","Air Force","USAFR","V","Health Care Officers","Dietician","O",42
"2015","Air Force","USAFR","V","Health Care Officers","Neurology","O",9
"2015","Air Force","USAFR","V","Health Care Officers","Optometry","O",144
"2015","Air Force","USAFR","V","Health Care Officers","Pathology","O",19
"2015","Air Force","USAFR","V","Health Care Officers","Cardiology","O",12
"2015","Air Force","USAFR","V","Health Care Officers","Entomology","O",7
"2015","Air Force","USAFR","V","Health Care Officers","Nephrology","O",3
"2015","Air Force","USAFR","V","Health Care Officers","Physiology","O",20
"2015","Air Force","USAFR","V","Health Care Officers","Psychiatry","O",34
"2015","Air Force","USAFR","V","Health Care Officers","Dermatology","O",5
"2015","Air Force","USAFR","V","Health Care Officers","Endodontics","O",5
"2015","Air Force","USAFR","V","Health Care Officers","Pedodontics","O",3
"2015","Air Force","USAFR","V","Health Care Officers","Social Work","O",82
"2015","Air Force","USAFR","V","Health Care Officers","Biochemistry","O",1
"2015","Air Force","USAFR","V","Health Care Officers","Flight Nurse","O",610
"2015","Air Force","USAFR","V","Health Care Officers","Orthodontics","O",9
"2015","Air Force","USAFR","V","Health Care Officers","Periodontics","O",8
"2015","Air Force","USAFR","V","Health Care Officers","Rheumatology","O",1
"2015","Air Force","USAFR","V","Health Care Officers","Endocrinology","O",1
"2015","Air Force","USAFR","V","Health Care Officers","Nurse Midwife","O",4
"2015","Air Force","USAFR","V","Health Care Officers","Ophthalmology","O",16
"2015","Air Force","USAFR","V","Health Care Officers","Anesthesiology","O",44
"2015","Air Force","USAFR","V","Health Care Officers","Prosthodontics","O",7
"2015","Air Force","USAFR","V","Health Care Officers","Family Practice","O",206
"2015","Air Force","USAFR","V","Health Care Officers","General Surgery","O",46
"2015","Air Force","USAFR","V","Health Care Officers","Plastic Surgery","O",1
"2015","Air Force","USAFR","V","Health Care Officers","Gastroenterology","O",4
"2015","Air Force","USAFR","V","Health Care Officers","General Medicine","O",72
"2015","Air Force","USAFR","V","Health Care Officers","Obstetrics Nurse","O",92
"2015","Air Force","USAFR","V","Health Care Officers","Oncology Surgery","O",3
"2015","Air Force","USAFR","V","Health Care Officers","Physical Therapy","O",69
"2015","Air Force","USAFR","V","Health Care Officers","General Dentistry","O",379
"2015","Air Force","USAFR","V","Health Care Officers","Internal Medicine","O",90
"2015","Air Force","USAFR","V","Health Care Officers","Nurse Anesthetist","O",80
"2015","Air Force","USAFR","V","Health Care Officers","Nursing Education","O",10
"2015","Air Force","USAFR","V","Health Care Officers","Pediatric Surgery","O",1
"2015","Air Force","USAFR","V","Health Care Officers","Pulmonary Disease","O",5
"2015","Air Force","USAFR","V","Health Care Officers","Emergency Medicine","O",64
"2015","Air Force","USAFR","V","Health Care Officers","Executive Medicine","O",34
"2015","Air Force","USAFR","V","Health Care Officers","Industrial Hygiene","O",1
"2015","Air Force","USAFR","V","Health Care Officers","Infectious Disease","O",4
"2015","Air Force","USAFR","V","Health Care Officers","Orthopedic Surgery","O",40
"2015","Air Force","USAFR","V","Health Care Officers","Critical Care Nurse","O",351
"2015","Air Force","USAFR","V","Health Care Officers","Executive Dentistry","O",9
"2015","Air Force","USAFR","V","Health Care Officers","Mental Health Nurse","O",68
"2015","Air Force","USAFR","V","Health Care Officers","Otorhinolaryngology","O",9
"2015","Air Force","USAFR","V","Health Care Officers","Pediatrics, General","O",50
"2015","Air Force","USAFR","V","Health Care Officers","Physician Assistant","O",178
"2015","Air Force","USAFR","V","Health Care Officers","Preventive Medicine","O",2
"2015","Air Force","USAFR","V","Health Care Officers","Audiology and Speech","O",14
"2015","Air Force","USAFR","V","Health Care Officers","Clinical Laboratory ","O",52
"2015","Air Force","USAFR","V","Health Care Officers","Neurological Surgery","O",8
"2015","Air Force","USAFR","V","Health Care Officers","Occupational Therapy","O",6
"2015","Air Force","USAFR","V","Health Care Officers","Operating Room Nurse","O",102
"2015","Air Force","USAFR","V","Health Care Officers","Psychology, Clinical","O",80
"2015","Air Force","USAFR","V","Health Care Officers","Obstetrics/Gynecology","O",55
"2015","Air Force","USAFR","V","Health Care Officers","Occupational Medicine","O",2
"2015","Air Force","USAFR","V","Health Care Officers","Radiology, Diagnostic","O",42
"2015","Air Force","USAFR","V","Health Care Officers","Allergy and Immunology","O",10
"2015","Air Force","USAFR","V","Health Care Officers","Emergency/Trauma Nurse","O",65
"2015","Air Force","USAFR","V","Health Care Officers","Medical/Surgical Nurse","O",1753
"2015","Air Force","USAFR","V","Health Care Officers","Radiology, Therapeutic","O",4
"2015","Air Force","USAFR","V","Health Care Officers","Comprehensive Dentistry","O",50
"2015","Air Force","USAFR","V","Health Care Officers","Hematology and Oncology","O",5
"2015","Air Force","USAFR","V","Health Care Officers","Cardiac/Thoracic Surgery","O",8
"2015","Air Force","USAFR","V","Health Care Officers","Colon and Rectal Surgery","O",3
"2015","Air Force","USAFR","V","Health Care Officers","Family Nurse Practitioner","O",61
"2015","Air Force","USAFR","V","Health Care Officers","Oral Maxillofacial Surgery","O",18
"2015","Air Force","USAFR","V","Health Care Officers","Pediatrics, Subspecialties","O",9
"2015","Air Force","USAFR","V","Health Care Officers","Peripheral Vascular Surgery","O",4
"2015","Air Force","USAFR","V","Health Care Officers","Pediatric Nurse Practitioner","O",10
"2015","Air Force","USAFR","V","Health Care Officers","Bioenvironmental Engineering ","O",136
"2015","Air Force","USAFR","V","Health Care Officers","Critical Care/Trauma, Surgery","O",6
"2015","Air Force","USAFR","V","Health Care Officers","Environmental Health Services","O",74
"2015","Air Force","USAFR","V","Health Care Officers","Critical Care/Trauma, Medicine","O",32
"2015","Air Force","USAFR","V","Health Care Officers","Health Services Administration","O",868
"2015","Air Force","USAFR","V","Health Care Officers","Nursing Service Administration","O",149
"2015","Air Force","USAFR","V","Health Care Officers","Mental Health Nurse Practitioner","O",4
"2015","Air Force","USAFR","V","Health Care Officers","Physical/Rehabilitation Medicine","O",3
"2015","Air Force","USAFR","V","Health Care Officers","Women's Health Nurse Practitioner","O",20
"2015","Air Force","USAFR","V","Health Care Officers","Neonatal Intensive Care Unit Nurse","O",23
"2015","Air Force","USAFR","V","Health Care Officers","Aviation/Aerospace Medicine Non-Residency Trained","O",112
"2015","Air Force","USAFR","V","Health Care Officers","Other Biomedical Science and Allied Health Officers","O",11
